,bigrams,counts
7426,"('lost', 'half')",1
7427,"('half', 'ingredients')",1
7428,"('ingredients', 'even')",1
7429,"('even', 'got')",1
7430,"('got', 'fact')",1
7431,"('fact', 'medium')",1
7432,"('medium', 'combo')",1
7433,"('combo', 'chips')",1
7434,"('drink', 'cost')",1
7435,"('cost', '$9')",1
7436,"('$9', 'freaking')",1
7437,"('freaking', 'dollars')",1
7438,"('dollars', 'makes')",1
7439,"('want', 'punch')",1
7440,"('punch', ""i'm"")",1
7441,"(""i'm"", 'done,use')",1
7442,"('done,use', 'good')",1
7443,"('good', 'store')",1
7444,"('store', 'always')",1
7445,"('always', 'therei')",1
7446,"('therei', 'happen')",1
7447,"('happen', 'thereand')",1
7448,"('thereand', 'everytimes')",1
7449,"('everytimes', 'gothey')",1
7450,"('gothey', 'oat')",1
7451,"('oat', 'bread')",1
7452,"('bread', 'jalapeños')",1
7453,"('jalapeños', 'bread')",1
7454,"('bread', 'section')",1
7455,"('section', 'ask')",1
7456,"('ask', 'start')",1
7457,"('start', 'arguing')",1
7458,"('arguing', 'waste')",1
7459,"('time', 'dirve')",1
7460,"('dirve', ""way,i'd"")",1
7461,"(""way,i'd"", 'give')",1
7462,"('location', 'five')",1
7463,"('time', 'call')",1
7464,"('call', 'delivery')",1
7465,"('delivery', 'person')",1
7466,"('person', 'end')",1
7467,"('end', 'phone')",1
7468,"('phone', 'almost')",1
7469,"('always', 'rude')",1
7470,"('rude', 'always')",1
7471,"('always', 'ask')",1
7472,"('ask', 'mustard')",1
7473,"('mustard', 'almost')",1
7474,"('always', 'never')",1
7475,"('put', 'bag')",1
7476,"('bag', 'give')",1
7477,"('napkin', 'even')",1
7478,"(""i'm"", 'ordering')",1
7479,"('ordering', 'multiple')",1
7480,"('multiple', 'sandwiches')",1
7481,"('food', 'still')",1
7482,"('still', 'great')",1
7483,"('great', 'delivery')",1
7484,"('delivery', 'drivers')",1
7485,"('drivers', 'polite')",1
7486,"('friendly', 'speedy')",1
7487,"('speedy', 'quick,first')",1
7488,"('quick,first', 'time')",1
7489,"('trying', 'jerseys')",1
7490,"('jerseys', ""mike's"")",1
7491,"(""mike's"", 'last')",1
7492,"('last', 'we')",1
7493,"('we', 'line')",1
7494,"('line', 'ordering')",1
7495,"('ordering', 'waited')",1
7496,"('minutes', 'past')",1
7497,"('past', 'quoted')",1
7498,"('quoted', 'time')",1
7499,"('one', 'sub')",1
7500,"('sub', 'wrong')",1
7501,"('wrong', 'bread')",1
7502,"('bread', 'pickles')",1
7503,"('pickles', 'them-')",1
7504,"('them-', 'asked')",1
7505,"('pickles', 'side')",1
7506,"('side', 'meat')",1
7507,"('meat', '(turkey)')",1
7508,"('(turkey)', 'good')",1
7509,"('good', 'believe')",1
7510,"('believe', 'wawa')",1
7511,"('wawa', 'better')",1
7512,"('sandwiches', '-')",1
7513,"('-', 'selection')",1
7514,"('selection', 'quality')",1
7515,"('quality', 'price')",1
7516,"('price', 'service')",1
7517,"('-', 'especially')",1
7518,"('especially', 'hoagie')",1
7519,"('hoagie', 'fest,would')",1
7520,"('fest,would', 'give')",1
7521,"('give', 'subway')",1
7522,"('subway', '5')",1
7523,"('5', 'subways')",1
7524,"('subways', 'except')",1
7525,"('except', 'always')",1
7526,"('always', 'stop')",1
7527,"('stop', 'subways')",1
7528,"('get', 'coke')",1
7529,"('coke', 'although')",1
7530,"('although', 'one')",1
7531,"('one', 'was:')",1
7532,"('was:', '1')",1
7533,"('1', 'convenient')",1
7534,"('convenient', '&')",1
7535,"('&', '2')",1
7536,"('2', 'clean')",1
7537,"('clean', 'the')",1
7538,"('the', 'workers')",1
7539,"('workers', 'times')",1
7540,"('times', 'stopped')",1
7541,"('stopped', ""we're"")",1
7542,"(""we're"", ""crabby,jm's"")",1
7543,"(""crabby,jm's"", 'favorite')",1
7544,"('favorite', 'go')",1
7545,"('chain', 'ingredients')",1
7546,"('bread', 'delicious')",1
7547,"('delicious', 'say')",1
7548,"('say', 'particular')",1
7549,"('particular', 'shop')",1
7550,"('shop', 'screwed')",1
7551,"('screwed', 'last')",1
7552,"('last', '2')",1
7553,"('2', 'visits')",1
7554,"('visits', 'first')",1
7555,"('first', 'putting')",1
7556,"('putting', 'oil')",1
7557,"('oil', 'said')",1
7558,"('said', 'oil')",1
7559,"('oil', 'recently')",1
7560,"('recently', 'somehow')",1
7561,"('somehow', 'switching')",1
7562,"('switching', 'sandwich')",1
7563,"('sandwich', ""guy's"")",1
7564,"(""guy's"", 'front')",1
7565,"('front', 'times')",1
7566,"('time', 'busy')",1
7567,"('busy', 'get')",1
7568,"('busy', 'needing')",1
7569,"('needing', 'fast')",1
7570,"('fast', 'also')",1
7571,"('pay', 'attention')",1
7572,"('detail', 'get')",1
7573,"('right', 'consider')",1
7574,"('consider', 'either')",1
7575,"('either', 'incidents')",1
7576,"('incidents', 'reason')",1
7577,"('reason', 'stop')",1
7578,"('going', 'sandwiches')",1
7579,"('good', 'recommend')",1
7580,"('recommend', 'watching')",1
7581,"('watching', 'sandwich')",1
7582,"('way', 'pay')",1
7583,"('pay', 'know')",1
7584,"('know', 'hard')",1
7585,"('hard', 'see')",1
7586,"('see', 'things')",1
7587,"('things', 'caught')",1
7588,"('caught', 'bite')",1
7589,"('bite', 'taken')",1
7590,"('taken', 'like')",1
7591,"('like', 'said')",1
7592,"('said', 'busy,dude')",1
7593,"('busy,dude', 'overwhelming')",1
7594,"('overwhelming', 'bo')",1
7595,"('bo', 'guy')",1
7596,"('sandwiches', 'wafts')",1
7597,"('wafts', 'across')",1
7598,"('across', 'counter')",1
7599,"('counter', 'face')",1
7600,"('face', 'exactly')",1
7601,"('exactly', 'enhance')",1
7602,"('enhance', 'appetite')",1
7603,"('appetite', ""sayin',disappointed"")",1
7604,"(""sayin',disappointed"", 'lunch')",1
7605,"('lunch', 'jimmy')",1
7606,"(""john's"", 'husband')",1
7607,"('bacon', 'cold')",1
7608,"('cold', 'hardjust')",1
7609,"('hardjust', 'like')",1
7610,"('get', 'grocery')",1
7611,"('grocery', 'suppose')",1
7612,"('suppose', 'microwave')",1
7613,"('microwave', 'warm')",1
7614,"('warm', 'girl')",1
7615,"('girl', 'register')",1
7616,"('register', 'would')",1
7617,"('rather', 'anywhere')",1
7618,"('anywhere', 'worksame')",1
7619,"('worksame', 'attitude')",1
7620,"('attitude', 'first')",1
7621,"('visit', 'week')",1
7622,"('week', 'bugs')",1
7623,"('bugs', 'cut')",1
7624,"('cut', 'sandwiches')",1
7625,"('sandwiches', 'long')",1
7626,"('long', 'take')",1
7627,"('take', ""won't"")",1
7628,"(""won't"", 'going')",1
7629,"(""can't"", 'see')",1
7630,"('would', 'choices')",1
7631,"('choices', 'around,positive')",1
7632,"('around,positive', 'experience')",1
7633,"('experience', 'ordered')",1
7634,"('ordered', 'hunters')",1
7635,"('club', 'lettuce')",1
7636,"('wrap', 'came')",1
7637,"('quickly', 'eating')",1
7638,"('eating', 'never')",1
7639,"('never', 'fell')",1
7640,"('fell', 'apart')",1
7641,"('apart', 'hate')",1
7642,"('hate', 'lettuce')",1
7643,"('lettuce', 'wraps')",1
7644,"('wraps', 'lady')",1
7645,"('front', 'nice')",1
7646,"('nice', 'gave')",1
7647,"('gave', 'large')",1
7648,"('large', 'cup')",1
7649,"('water', 'would')",1
7650,"('would', 'come,best')",1
7651,"('come,best', 'subs')",1
7652,"('subs', 'around')",1
7653,"('around', 'people')",1
7654,"('people', 'polite')",1
7655,"('polite', 'patient')",1
7656,"('patient', 'definitely')",1
7657,"('definitely', 'try')",1
7658,"('try', '#13')",1
7659,"('#13', 'disappointed,love')",1
7660,"('disappointed,love', 'place')",1
7661,"('one', 'carson')",1
7662,"('carson', 'city')",1
7663,"('city', 'always')",1
7664,"('always', 'awesome')",1
7665,"('awesome', 'however')",1
7666,"('however', 'ate')",1
7667,"('ate', 'one')",1
7668,"('one', 'yesterday')",1
7669,"('yesterday', 'bread')",1
7670,"('stale', 'also')",1
7671,"('always', 'freezing')",1
7672,"('freezing', 'might')",1
7673,"('might', 'want')",1
7674,"('want', 'eat')",1
7675,"('car', 'tremendously')",1
7676,"('tremendously', 'disappointing')",1
7677,"('disappointing', 'give')",1
7678,"('try', 'hopefully')",1
7679,"('hopefully', 'better')",1
7680,"('better', 'next')",1
7681,"('next', 'time,owners')",1
7682,"('time,owners', 'need')",1
7683,"('need', 'serious')",1
7684,"('serious', 'staff')",1
7685,"('staff', 'change')",1
7686,"('change', 'particular')",1
7687,"('particular', 'employees')",1
7688,"('employees', 'shift')",1
7689,"('shift', '12:35pm')",1
7690,"('12:35pm', '8/18/2017')",1
7691,"('8/18/2017', 'one')",1
7692,"('one', 'woman')",1
7693,"('woman', 'extremely')",1
7694,"('extremely', 'condescending')",1
7695,"('condescending', 'one')",1
7696,"('one', 'speak')",1
7697,"('speak', 'loud')",1
7698,"('loud', 'enough')",1
7699,"('enough', 'one')",1
7700,"('one', 'non')",1
7701,"('non', 'existent')",1
7702,"('existent', 'helping')",1
7703,"('helping', 'co')",1
7704,"('workers', 'first')",1
7705,"('two', 'women')",1
7706,"('women', 'idea')",1
7707,"('new', 'wrap')",1
7708,"('wrap', 'offer')",1
7709,"('offer', 'rude')",1
7710,"('rude', 'gentlemen')",1
7711,"('gentlemen', 'front')",1
7712,"('ordering', 'one')",1
7713,"('one', 'if')",1
7714,"('if', 'avoid')",1
7715,"('subway', 'costs,always')",1
7716,"('costs,always', 'hot')",1
7717,"('peppers', 'mean')",1
7718,"('mean', '*found')",1
7719,"('*found', 'out*')",1
7720,"('out*', 'hot')",1
7721,"('peppers', ""i'm"")",1
7722,"(""i'm"", 'obsessed')",1
7723,"('obsessed', 'feel')",1
7724,"('like', 'waste')",1
7725,"('waste', 'missing')",1
7726,"('missing', 'soooooooo')",1
7727,"('soooooooo', 'long')",1
7728,"('long', 'fomo')",1
7729,"('fomo', 'bumped')",1
7730,"('bumped', 'high')",1
7731,"('high', 'gear')",1
7732,"('gear', '1')",1
7733,"('1', 'location:')",1
7734,"('location:', 'pretty')",1
7735,"('pretty', 'great')",1
7736,"('great', 'little')",1
7737,"('little', 'obnoxious')",1
7738,"('obnoxious', 'drive')",1
7739,"('drive', 'through/around')",1
7740,"('through/around', 'parking')",1
7741,"('lot', 'traffic')",1
7742,"('traffic', 'pattern')",1
7743,"('pattern', 'right')",1
7744,"('right', 'behind')",1
7745,"('behind', 'shell')",1
7746,"('shell', 'station')",1
7747,"('station', '2')",1
7748,"('2', 'parking:')",1
7749,"('parking:', 'pull')",1
7750,"('pull', 'right')",1
7751,"('door', 'two')",1
7752,"('two', 'designated')",1
7753,"('designated', 'spots')",1
7754,"('spots', 'mentioned')",1
7755,"('mentioned', 'great')",1
7756,"('great', 'quick')",1
7757,"('quick', 'run')",1
7758,"('run', 'literally')",1
7759,"('literally', 'took')",1
7760,"('took', '2')",1
7761,"('2', 'mins')",1
7762,"('mins', 'park')",1
7763,"('go', 'order')",1
7764,"('order', 'pay')",1
7765,"('pay', 'get')",1
7766,"('sandwich', 'walk')",1
7767,"('walk', 'freaky')",1
7768,"('say', '(for')",1
7769,"('(for', 'delivery-but')",1
7770,"('delivery-but', 'hey')",1
7771,"('hey', 'v')",1
7772,"('v', 'applicable')",1
7773,"('applicable', 'too)')",1
7774,"('too)', '3')",1
7775,"('3', 'friday')",1
7776,"('night', 'probably')",1
7777,"('probably', 'close')",1
7778,"('close', '7pm')",1
7779,"('7pm', 'literally')",1
7780,"('else', 'inside')",1
7781,"('inside', 'around')",1
7782,"('around', 'besides')",1
7783,"('besides', 'two')",1
7784,"('counter', 'went')",1
7785,"('went', 'super')",1
7786,"('fast', 'great')",1
7787,"('sandwich', '#12')",1
7788,"('#12', 'w')",1
7789,"('w', 'sprouts')",1
7790,"('sprouts', 'hot')",1
7791,"('peppers', 'i')",1
7792,"('really', 'notice')",1
7793,"('notice', 'much')",1
7794,"('much', 'since')",1
7795,"('since', 'fast')",1
7796,"('fast', 'like')",1
7797,"('like', 'clean')",1
7798,"('clean', 'shrugs')",1
7799,"('shrugs', 'would')",1
7800,"('recommend', 'sure,awesome')",1
7801,"('sure,awesome', 'service')",1
7802,"('friendly', 'also')",1
7803,"('also', 'accurate')",1
7804,"('accurate', 'know')",1
7805,"('know', 'one')",1
7806,"('one', 'guy')",1
7807,"('guy', 'talking')",1
7808,"('talking', 'far')",1
7809,"('far', 'list')",1
7810,"('list', 'things')",1
7811,"('things', 'add')",1
7812,"('add', 'remove')",1
7813,"('remove', 'sandwich')",1
7814,"('right', 'printed')",1
7815,"('printed', 'paper')",1
7816,"('paper', 'menus')",1
7817,"('menus', 'menu')",1
7818,"('menu', 'sign')",1
7819,"('sign', 'perhaps')",1
7820,"('perhaps', 'know')",1
7821,"('know', 'read')",1
7822,"('read', ""that's"")",1
7823,"(""that's"", 'certainly')",1
7824,"('certainly', 'fault')",1
7825,"('fault', 'crew')",1
7826,"('crew', 'friendly')",1
7827,"('friendly', 'tell')",1
7828,"('tell', 'take')",1
7829,"('time', ""they'd"")",1
7830,"(""they'd"", 'happy')",1
7831,"('happy', 'answer')",1
7832,"('answer', 'questions')",1
7833,"('questions', 'i')",1
7834,"('ordered', 'complicated')",1
7835,"('complicated', 'club')",1
7836,"('club', 'expected')",1
7837,"('expected', 'order')",1
7838,"('order', 'turn')",1
7839,"('turn', 'wrong')",1
7840,"('wrong', 'way')",1
7841,"('way', 'made')",1
7842,"('made', 'perfection')",1
7843,"('perfection', 'received')",1
7844,"('received', 'even')",1
7845,"('even', 'done')",1
7846,"('done', 'checking')",1
7847,"('checking', 'register')",1
7848,"('register', 'and')",1
7849,"('and', 'taste')",1
7850,"('taste', 'superior')",1
7851,"('superior', 'subway')",1
7852,"('subway', 'wawa')",1
7853,"('wawa', '(if')",1
7854,"('(if', 'rather')",1
7855,"('rather', 'say')",1
7856,"('say', 'probably')",1
7857,"('probably', 'classiest')",1
7858,"('classiest', 'person')",1
7859,"('person', 'around)')",1
7860,"('around)', 'definitely')",1
7861,"('definitely', 'tell')",1
7862,"('tell', 'bread')",1
7863,"('bread', 'baked')",1
7864,"('baked', 'fresh')",1
7865,"('fresh', 'meats')",1
7866,"('meats', 'prepackaged')",1
7867,"('prepackaged', 'precut')",1
7868,"('precut', 'crap')",1
7869,"('crap', 'make')",1
7870,"('get', 'pickle')",1
7871,"('pickle', ""they're"")",1
7872,"(""they're"", 'delicious,love')",1
7873,"('delicious,love', 'location')",1
7874,"('lunch', 'staff')",1
7875,"('always', 'supper')",1
7876,"('supper', 'nice')",1
7877,"('nice', 'professional')",1
7878,"('professional', 'always')",1
7879,"('always', 'arrive')",1
7880,"('arrive', 'supper')",1
7881,"('supper', 'fast')",1
7882,"('always', 'try')",1
7883,"('try', 'tip')",1
7884,"('tip', 'really')",1
7885,"('good', 'take')",1
7886,"('take', 'care')",1
7887,"('care', 'picky')",1
7888,"('picky', 'needs')",1
7889,"('needs', 'lol')",1
7890,"('lol', 'later')",1
7891,"('later', 'staff')",1
7892,"('always', 'prompt')",1
7893,"('prompt', 'effort')",1
7894,"('effort', 'means')",1
7895,"('lot', 'regardless')",1
7896,"('regardless', 'always')",1
7897,"('always', 'take')",1
7898,"('good', 'care,insanely')",1
7899,"('care,insanely', 'rude')",1
7900,"('rude', 'maybe')",1
7901,"('maybe', '1')",1
7902,"('1', 'nice')",1
7903,"('nice', 'guy')",1
7904,"('guy', 'works')",1
7905,"('works', 'manager')",1
7906,"('manager', 'awful')",1
7907,"('awful', 'clearly')",1
7908,"('clearly', 'feels')",1
7909,"('feels', 'weird')",1
7910,"('nice', 'customers')",1
7911,"('customers', 'super')",1
7912,"('super', 'uncomfortable,gr8')",1
7913,"('uncomfortable,gr8', 'subway')",1
7914,"('town', 'makes')",1
7915,"('makes', 'day')",1
7916,"('day', 'everytime')",1
7917,"('everytime', 'god')",1
7918,"('god', 'bless,hands')",1
7919,"('bless,hands', 'favorite')",1
7920,"('place', 'around')",1
7921,"('around', 'atmosphere')",1
7922,"('atmosphere', 'fun')",1
7923,"('fun', 'fire')",1
7924,"('fire', 'fighter')",1
7925,"('fighter', 'theme-')",1
7926,"('theme-', 'totally')",1
7927,"('totally', 'roll')",1
7928,"('roll', 'table')",1
7929,"('table', 'decor')",1
7930,"('decor', 'names')",1
7931,"('names', 'subs')",1
7932,"('subs', 'love')",1
7933,"('sub', 'far')",1
7934,"('far', 'unique')",1
7935,"('unique', 'subway')",1
7936,"('johns', 'sub')",1
7937,"('many', 'bread')",1
7938,"('options', 'toppings')",1
7939,"('toppings', 'wide')",1
7940,"('wide', 'selection')",1
7941,"('selection', 'hot')",1
7942,"('sauces', 'makes')",1
7943,"('makes', 'that-')",1
7944,"('that-', 'talk')",1
7945,"('talk', 'flavor')",1
7946,"('flavor', 'love')",1
7947,"('love', 'sub')",1
7948,"('sub', 'machine')",1
7949,"('machine', '120')",1
7950,"('120', 'drink')",1
7951,"('options', 'one')",1
7952,"('one', 'machine')",1
7953,"('machine', 'takes')",1
7954,"('forever', 'get')",1
7955,"('get', 'drink')",1
7956,"('drink', 'least')",1
7957,"('least', 'make')",1
7958,"('special', 'every')",1
7959,"('go', 'packed')",1
7960,"('packed', 'customer')",1
7961,"('love', 'walk')",1
7962,"('walk', 'meal')",1
7963,"('meal', 'better')",1
7964,"('better', 'standing')",1
7965,"('around', 'pager')",1
7966,"('pager', 'also')",1
7967,"('also', 'boxed')",1
7968,"('boxed', 'lunches')",1
7969,"('lunches', 'catering')",1
7970,"('catering', 'always')",1
7971,"('great', 'addition')",1
7972,"('addition', 'party,freaky')",1
7973,"('party,freaky', 'fast')",1
7974,"('freaky', 'skeet')",1
7975,"('skeet', 'like')",1
7976,"('sandwiches', 'meat')",1
7977,"('meat', 'place')",1
7978,"('place', 'call,work')",1
7979,"('call,work', 'nearby')",1
7980,"('nearby', 'restaurant')",1
7981,"('restaurant', '&')",1
7982,"('&', 'get')",1
7983,"('get', 'tried')",1
7984,"('tried', 'eating')",1
7985,"('eating', 'need')",1
7986,"('need', 'something')",1
7987,"('something', 'light/fresh')",1
7988,"('light/fresh', 'order')",1
7989,"('johns', 'sometimes')",1
7990,"('sometimes', 'deliver')",1
7991,"('home', 'fast')",1
7992,"('delivery', 'disappointed')",1
7993,"('disappointed', 'yet')",1
7994,"('yet', 'sandwich')",1
7995,"('always', 'point')",1
7996,"('point', '&')",1
7997,"('&', 'cookies')",1
7998,"('cookies', 'delish,sandwiches')",1
7999,"('delish,sandwiches', 'good')",1
8000,"('bread', 'meats')",1
8001,"('meats', 'huge')",1
8002,"('huge', 'drawback')",1
8003,"('drawback', 'cheese')",1
8004,"('cheese', 'offered')",1
8005,"('offered', 'provolone')",1
8006,"('provolone', 'son')",1
8007,"('son', 'dislikes')",1
8008,"('dislikes', 'provolone')",1
8009,"('provolone', 'preferring')",1
8010,"('preferring', 'pepper')",1
8011,"('jack', 'american')",1
8012,"('american', 'cheddar')",1
8013,"('cheddar', 'would')",1
8014,"('love', 'swiss')",1
8015,"('swiss', 'available')",1
8016,"('available', 'club')",1
8017,"('club', 'sandwiches,jimmy')",1
8018,"('sandwiches,jimmy', ""john's"")",1
8019,"(""john's"", 're-opened')",1
8020,"('re-opened', 'love')",1
8021,"('love', 'sandwich')",1
8022,"('sandwich', 'hand')",1
8023,"('hand', 'within')",1
8024,"('within', '3-4')",1
8025,"('3-4', 'minutes')",1
8026,"('ordering', 'everything')",1
8027,"('fresh', 'roma')",1
8028,"('roma', 'tomatoes')",1
8029,"('tomatoes', 'always')",1
8030,"('always', 'perfect')",1
8031,"('perfect', 'unlike')",1
8032,"('unlike', 'many')",1
8033,"('shops', 'provide')",1
8034,"('provide', 'unripe')",1
8035,"('unripe', 'slushy')",1
8036,"('slushy', 'tomatoes,come')",1
8037,"('tomatoes,come', 'one')",1
8038,"('one', 'convenient')",1
8039,"('convenient', 'even')",1
8040,"('though', 'fan')",1
8041,"('fan', 'gentleman')",1
8042,"('gentleman', 'always')",1
8043,"('always', ""i'm"")",1
8044,"(""i'm"", 'keeps')",1
8045,"('keeps', 'pushing')",1
8046,"('pushing', 'things')",1
8047,"('things', 'say')",1
8048,"('say', 'drop')",1
8049,"('drop', 'today')",1
8050,"('asked', '6')",1
8051,"('turkey', 'italian')",1
8052,"('italian', '9grain')",1
8053,"('9grain', 'honey')",1
8054,"('honey', 'says')",1
8055,"('says', 'wheat')",1
8056,"('wheat', 'said')",1
8057,"('said', 'honey')",1
8058,"('honey', 'wheat')",1
8059,"('wheat', 'gives')",1
8060,"('gives', 'regular')",1
8061,"('regular', 'wheat')",1
8062,"('wheat', 'looks')",1
8063,"('looks', 'asks')",1
8064,"('asks', 'wanted')",1
8065,"('long', 'wanted')",1
8066,"('long', 'said')",1
8067,"('said', 'foot')",1
8068,"('long', 'want')",1
8069,"('want', 'half')",1
8070,"('half', 'makes')",1
8071,"('makes', 'foot')",1
8072,"('mention', 'something')",1
8073,"('something', 'laughs')",1
8074,"('laughs', 'really')",1
8075,"('really', 'asks')",1
8076,"('asks', 'cookies')",1
8077,"('cookies', 'drinks')",1
8078,"('drinks', 'like')",1
8079,"('like', 'nope')",1
8080,"('nope', 'sure')",1
8081,"('make', 'combo')",1
8082,"('combo', 'said')",1
8083,"('said', 'gonna')",1
8084,"('gonna', 'charge')",1
8085,"('charge', 'anyway')",1
8086,"('anyway', 'since')",1
8087,"('since', 'listened')",1
8088,"('listened', 'thing')",1
8089,"('thing', ""i've"")",1
8090,"(""i've"", 'said')",1
8091,"('said', 'awful')",1
8092,"('awful', 'like')",1
8093,"('like', 'older')",1
8094,"('older', 'women')",1
8095,"('women', 'super')",1
8096,"('super', 'pleasant')",1
8097,"('pleasant', 'tool,today')",1
8098,"('tool,today', 'ordered')",1
8099,"('ordered', 'pepe')",1
8100,"('pepe', 'freebies')",1
8101,"('freebies', 'except')",1
8102,"('except', 'hop')",1
8103,"('hop', 'peppers')",1
8104,"('peppers', 'arrived')",1
8105,"('home', 'lunch')",1
8106,"('lunch', 'pepe')",1
8107,"('pepe', 'barely')",1
8108,"('tomato', 'let')",1
8109,"('let', 'alone')",1
8110,"('alone', 'freebies')",1
8111,"('freebies', 'disappointing')",1
8112,"('disappointing', 'order')",1
8113,"('order', 'clerk')",1
8114,"('clerk', 'seemed')",1
8115,"('seemed', 'new')",1
8116,"('new', 'might')",1
8117,"('might', 'problem')",1
8118,"('problem', 'jj')",1
8119,"('jj', 'better,terrible')",1
8120,"('better,terrible', 'service')",1
8121,"('service', 'went')",1
8122,"('went', '1pm')",1
8123,"('1pm', 'saturday')",1
8124,"('saturday', 'waited')",1
8125,"('waited', '25')",1
8126,"('25', 'minutes')",1
8127,"('order', '(there')",1
8128,"('(there', '2')",1
8129,"('2', 'ppl')",1
8130,"('ppl', 'ahead')",1
8131,"('ahead', 'normal')",1
8132,"('normal', 'single')",1
8133,"('single', 'sandwich')",1
8134,"('sandwich', 'orders)')",1
8135,"('orders)', 'first')",1
8136,"('guy', 'know')",1
8137,"('know', 'make')",1
8138,"('sandwich', '(a')",1
8139,"('(a', 'black')",1
8140,"('black', 'forest')",1
8141,"('forest', 'ham)')",1
8142,"('ham)', 'skipped')",1
8143,"('skipped', 'next')",1
8144,"('guy', 'line')",1
8145,"('line', 'could')",1
8146,"('get', 'girl')",1
8147,"('back', 'come')",1
8148,"('come', 'make')",1
8149,"('make', 'leaving')",1
8150,"('leaving', 'standing')",1
8151,"('standing', 'getting')",1
8152,"('getting', 'passed')",1
8153,"('passed', 'line')",1
8154,"('line', 'put')",1
8155,"('put', 'condiments')",1
8156,"('condiments', 'put')",1
8157,"('put', 'insane')",1
8158,"('insane', 'amount')",1
8159,"('amount', 'mustard')",1
8160,"('mustard', 'ask')",1
8161,"('extra', 'said')",1
8162,"('said', 'mustard')",1
8163,"('mustard', 'thinking')",1
8164,"('thinking', ""he'd"")",1
8165,"(""he'd"", 'run')",1
8166,"('forth', '2')",1
8167,"('times', ""that's"")",1
8168,"(""that's"", 'nope')",1
8169,"('nope', 'squeezed')",1
8170,"('squeezed', 'crap')",1
8171,"('crap', 'bottle')",1
8172,"('bottle', 'completely')",1
8173,"('completely', 'drenched')",1
8174,"('drenched', ""can't"")",1
8175,"(""can't"", 'work')",1
8176,"('work', 'cash')",1
8177,"('cash', 'register')",1
8178,"('register', 'girl')",1
8179,"('girl', 'one')",1
8180,"('thing', 'another')",1
8181,"('another', 'i')",1
8182,"('i', 'go')",1
8183,"('go', 'front')",1
8184,"('front', 'eat')",1
8185,"('eat', 'hear')",1
8186,"('hear', 'car')",1
8187,"('car', 'drive')",1
8188,"('thru', 'placing')",1
8189,"('placing', 'order')",1
8190,"('order', 'touch')",1
8191,"('touch', 'screen')",1
8192,"('screen', 'kiosk')",1
8193,"('kiosk', '(which')",1
8194,"('(which', 'actually')",1
8195,"('actually', 'really')",1
8196,"('good', 'idea)')",1
8197,"('idea)', 'girl')",1
8198,"('girl', 'inside')",1
8199,"('inside', 'telling')",1
8200,"('telling', 'mic')",1
8201,"('mic', 'come')",1
8202,"('come', 'inside')",1
8203,"('order', ""can't"")",1
8204,"(""can't"", 'place')",1
8205,"('order', 'drive')",1
8206,"('thru', 'employees')",1
8207,"('location', 'seriously')",1
8208,"('training', 'help')",1
8209,"('help', 'go')",1
8210,"('another', 'location,say')",1
8211,"('location,say', 'best')",1
8212,"('eaten', 'always')",1
8213,"('fresh', 'husband')",1
8214,"('husband', 'come')",1
8215,"('lot', 'sundays')",1
8216,"('sundays', 'get')",1
8217,"('2', '$12')",1
8218,"('$12', 'special')",1
8219,"('special', 'staff')",1
8220,"('staff', 'gotten')",1
8221,"('gotten', 'know')",1
8222,"('know', 'us')",1
8223,"('us', 'friendly')",1
8224,"('quick', 'visits')",1
8225,"('visits', 'frequent')",1
8226,"('frequent', 'february')",1
8227,"('february', 'since')",1
8228,"('since', 'classic')",1
8229,"('classic', 'footlongs')",1
8230,"('footlongs', '$6')",1
8231,"('$6', 'local')",1
8232,"('local', 'favorites')",1
8233,"('favorites', 'location')",1
8234,"('location', 'blt')",1
8235,"('blt', 'subway')",1
8236,"('subway', 'melt')",1
8237,"('melt', 'buffalo')",1
8238,"('chicken', ""i've"")",1
8239,"('eaten', 'subways')",1
8240,"('subways', 'definitely')",1
8241,"('definitely', 'created')",1
8242,"('created', 'equally')",1
8243,"('equally', 'normally')",1
8244,"('normally', 'waste')",1
8245,"('time', 'review')",1
8246,"('one', 'much')",1
8247,"('better', 'others,friendliness')",1
8248,"('others,friendliness', 'employees')",1
8249,"('employees', 'isnt')",1
8250,"('isnt', 'bad')",1
8251,"('bad', 'fact')",1
8252,"('fact', 'accept')",1
8253,"('accept', 'subway')",1
8254,"('subway', 'coupons')",1
8255,"('coupons', 'frequently')",1
8256,"('frequently', 'basic')",1
8257,"('basic', 'hoagie')",1
8258,"('hoagie', 'ingredients')",1
8259,"('ingredients', '(how')",1
8260,"('(how', 'hoagie')",1
8261,"('hoagie', 'shop')",1
8262,"('shop', 'ham)')",1
8263,"('ham)', 'deal')",1
8264,"('deal', 'breaker,jimmy')",1
8265,"('breaker,jimmy', 'johns')",1
8266,"('johns', 'beyond')",1
8267,"('beyond', 'delicious')",1
8268,"('delicious', 'bread')",1
8269,"('awesome', 'listen')",1
8270,"('ask', '""light""')",1
8271,"('""light""', 'condiments')",1
8272,"('condiments', 'overall')",1
8273,"('overall', 'one')",1
8274,"('best', 'fast')",1
8275,"('joints', 'area')",1
8276,"('area', 'love,woman')",1
8277,"('love,woman', 'made')",1
8278,"('super', 'nice')",1
8279,"('really', 'clean')",1
8280,"('clean', 'yes')",1
8281,"('yes', 'chip')",1
8282,"('chip', 'reader')",1
8283,"('reader', 'card')",1
8284,"('machine', 'worked,cool')",1
