,bigrams,counts
9679,"('crap,they', ""don't"")",1
9680,"('footlong', 'or')",1
9681,"('or', '$3')",1
9682,"('$3', 'six')",1
9683,"('inch', 'of')",1
9684,"('the', 'month')",1
9685,"('can', 'only')",1
9686,"('only', 'assume')",1
9687,"('assume', ""it's"")",1
9688,"(""it's"", 'because')",1
9689,"('their', 'hatred')",1
9690,"('hatred', 'for')",1
9691,"('for', 'american')",1
9692,"('american', 'if')",1
9693,"('pay', 'the')",1
9694,"('regular', 'prices')",1
9695,"('prices', ""you're"")",1
9696,"(""you're"", 'better')",1
9697,"('off', 'going')",1
9698,"('better', 'sub')",1
9699,"('-', 'there')",1
9700,"('some', 'in')",1
9701,"('in', 'walking')",1
9702,"('distance', 'other')",1
9703,"('prices', ""it's"")",1
9704,"('like', 'every')",1
9705,"('subway,this', 'location')",1
9706,"('is', 'awful')",1
9707,"('placed', 'an')",1
9708,"('at', '1:43')",1
9709,"('1:43', 'since')",1
9710,"('were', 'rehabbing')",1
9711,"('rehabbing', 'a')",1
9712,"('a', 'property')",1
9713,"('property', 'i')",1
9714,"('asked', 'specifically')",1
9715,"('specifically', 'if')",1
9716,"('the', 'address')",1
9717,"('address', 'where')",1
9718,"('was', 'located')",1
9719,"('located', 'and')",1
9720,"('told', 'yes')",1
9721,"('yes', 'since')",1
9722,"('is', '""freaky')",1
9723,"('ordered', 'well')",1
9724,"('well', 'at')",1
9725,"('at', '2:23')",1
9726,"('2:23', 'i')",1
9727,"('they', 'cancelled')",1
9728,"('cancelled', 'my')",1
9729,"('order', '20')",1
9730,"('minutes', 'earlier')",1
9731,"('earlier', 'when')",1
9732,"('manager', 'why')",1
9733,"('they', ""hadn't"")",1
9734,"(""hadn't"", 'called')",1
9735,"('inform', 'mehe')",1
9736,"('mehe', 'went')",1
9737,"('were', 'and')",1
9738,"('paying', 'cashthe')",1
9739,"('cashthe', 'was')",1
9740,"('no', 'urgency')",1
9741,"('urgency', 'you')",1
9742,"(""don't"", 'order')",1
9743,"(""john's"", 'for')",1
9744,"('for', 'anything')",1
9745,"('anything', 'other')",1
9746,"('than', 'speed')",1
9747,"('speed', 'horrible')",1
9748,"('horrible', 'at')",1
9749,"('do', 'bestnever')",1
9750,"('bestnever', 'again,they')",1
9751,"('again,they', 'barely')",1
9752,"('barely', 'give')",1
9753,"('this', 'spot')",1
9754,"('spot', 'we')",1
9755,"(""didn't"", 'come')",1
9756,"('here', 'by')",1
9757,"('by', 'choice')",1
9758,"('choice', 'never')",1
9759,"('never', 'again,crap')",1
9760,"('again,crap', 'crap')",1
9761,"('crap', 'stay')",1
9762,"('went', 'june')",1
9763,"('june', '12')",1
9764,"('12', 'around')",1
9765,"('around', '11')",1
9766,"('11', 'there')",1
9767,"('2', 'custumers')",1
9768,"('custumers', 'before')",1
9769,"('before', 'me')",1
9770,"('cold', 'i')",1
9771,"('small', 'cup')",1
9772,"('of', 'broccoli')",1
9773,"('broccoli', 'soup')",1
9774,"('weird', 'color')",1
9775,"('color', 'there')",1
9776,"('manager', 'to')",1
9777,"('complain', 'to,because')",1
9778,"('to,because', 'jimmy')",1
9779,"(""can't"", 'go')",1
9780,"('go', 'wrong')",1
9781,"('wrong', 'here')",1
9782,"('here', 'thrilled')",1
9783,"('thrilled', 'with')",1
9784,"('location', 'love')",1
9785,"('vito', ""haven't"")",1
9786,"('disappointed', 'otherwise')",1
9787,"('otherwise', 'freaky')",1
9788,"('fast', 'indeed')",1
9789,"('indeed', 'too,sooooo')",1
9790,"('too,sooooo', 'delicious')",1
9791,"('great', 'every')",1
9792,"('a', 'chain,this')",1
9793,"('chain,this', 'is')",1
9794,"('here', 'where')",1
9795,"('are', 'out')",1
9796,"('of', 'mushrooms')",1
9797,"('mushrooms', 'wtf')",1
9798,"('wtf', 'did')",1
9799,"('did', 'they')",1
9800,"('ever', 'here')",1
9801,"('here', 'of')",1
9802,"('of', 'going')",1
9803,"('grocery', 'store,usually')",1
9804,"('store,usually', 'when')",1
9805,"('working', 'when')",1
9806,"('one', 'there')",1
9807,"('were', 'efficient')",1
9808,"('efficient', 'and')",1
9809,"('time', 'shorter')",1
9810,"('shorter', 'than')",1
9811,"('to', 'be,subway')",1
9812,"('be,subway', 'is')",1
9813,"('only', ""'fast"")",1
9814,"(""'fast"", ""food'"")",1
9815,"(""food'"", 'i')",1
9816,"('favorite', 'in')",1
9817,"('fresh', 'one')",1
9818,"('best', 'parts')",1
9819,"('parts', 'about')",1
9820,"('have', 'plenty')",1
9821,"('plenty', 'veggie')",1
9822,"('veggie', 'patties')",1
9823,"('patties', 'on')",1
9824,"('hand', 'which')",1
9825,"('which', 'for')",1
9826,"('vegetarian', 'is')",1
9827,"('nice', 'option')",1
9828,"('footlong', 'veggie')",1
9829,"('veggie', 'delite')",1
9830,"('delite', 'yesterday')",1
9831,"('good', 'cheap')",1
9832,"('cheap', 'dinner')",1
9833,"('the', 'components')",1
9834,"('components', 'were')",1
9835,"('were', 'decent')",1
9836,"('decent', 'for')",1
9837,"('were', 'albeit')",1
9838,"('albeit', 'none')",1
9839,"('quality', 'or')",1
9840,"('their', 'prime')",1
9841,"('the', 'hoagie')",1
9842,"('hoagie', 'was')",1
9843,"('well', 'made')",1
9844,"('right', 'amounts')",1
9845,"('and', 'seasoning')",1
9846,"('seasoning', ""it's"")",1
9847,"('pretty', 'well')",1
9848,"('been', 'professional')",1
9849,"('quick', ""i've"")",1
9850,"('a', 'language')",1
9851,"('language', 'barrier')",1
9852,"('barrier', 'at')",1
9853,"('in', 'once')",1
9854,"('so', 'nothing')",1
9855,"('nothing', 'earth')",1
9856,"('earth', 'shattering')",1
9857,"('shattering', 'here')",1
9858,"('here', 'folks')",1
9859,"('folks', ""it's"")",1
9860,"('decent', 'one,they')",1
9861,"('one,they', ""don't"")",1
9862,"('accept', 'mailed')",1
9863,"('mailed', 'coupons')",1
9864,"('coupons', 'online')",1
9865,"('call', 'you')",1
9866,"('we', 'spent')",1
9867,"('spent', 'an')",1
9868,"('extra', '$10')",1
9869,"('$10', 'at')",1
9870,"('store', 'next')",1
9871,"('customer', 'has')",1
9872,"('a', 'complaint')",1
9873,"('complaint', ""it's"")",1
9874,"('good', 'idea')",1
9875,"('idea', 'to')",1
9876,"('to', 'either')",1
9877,"('either', 'fix')",1
9878,"('problem', 'or')",1
9879,"('make', 'them')",1
9880,"('them', 'feel')",1
9881,"('feel', 'better')",1
9882,"('better', 'do')",1
9883,"('do', 'better,the')",1
9884,"('better,the', 'service')",1
9885,"('were', 'extremely')",1
9886,"('quick', 'their')",1
9887,"('plus', 'if')",1
9888,"('their', 'chips')",1
9889,"('chips', 'you')",1
9890,"('a', 'bigger')",1
9891,"('bigger', 'bag')",1
9892,"('bag', 'than')",1
9893,"('sub', 'placesthey')",1
9894,"('placesthey', ""don't"")",1
9895,"('have', 'coke')",1
9896,"('coke', 'products')",1
9897,"('products', 'but')",1
9898,"('that', 'big')",1
9899,"('big', 'of')",1
9900,"('nice', 'atmosphere')",1
9901,"('atmosphere', 'even')",1
9902,"('small', 'side')",1
9903,"('has', 'outside')",1
9904,"('outside', 'seating')",1
9905,"('seating', 'though')",1
9906,"('plus', 'overall')",1
9907,"('place', 'in')",1
9908,"('plant', 'city,decent')",1
9909,"('city,decent', 'food')",1
9910,"('but', 'overpriced')",1
9911,"('overpriced', 'for')",1
9912,"('of', 'meats')",1
9913,"('meats', 'etc')",1
9914,"('etc', 'you')",1
9915,"('at', 'publix,great')",1
9916,"('publix,great', 'place')",1
9917,"('place', 'very')",1
9918,"('modern', 'and')",1
9919,"('couple', 'flat')",1
9920,"('flat', 'screens')",1
9921,"('screens', 'oh')",1
9922,"('good', 'too')",1
9923,"('too', 'looks')",1
9924,"('looks', 'great')",1
9925,"('great', 'after')",1
9926,"('the', 'fire,first')",1
9927,"('fire,first', 'time')",1
9928,"('time', 'experiencing')",1
9929,"('experiencing', 'jj')",1
9930,"('jj', '(food')",1
9931,"('(food', '&')",1
9932,"('&', 'dining')",1
9933,"('dining', 'in)')",1
9934,"('in)', 'it')",1
9935,"('appears', 'the')",1
9936,"('the', 'goal')",1
9937,"('fast', '-')",1
9938,"('-', 'taking')",1
9939,"('taking', 'order')",1
9940,"('order', 'assembly')",1
9941,"('assembly', 'and')",1
9942,"('delivery', 'maybe')",1
9943,"('it', 'keeps')",1
9944,"('keeps', 'the')",1
9945,"('employees', 'pumped')",1
9946,"('pumped', 'up')",1
9947,"('moving', 'at')",1
9948,"('break', 'neck')",1
9949,"('neck', 'pace')",1
9950,"('pace', 'as')",1
9951,"('food', '-')",1
9952,"('-', '1')",1
9953,"('star', 'not')",1
9954,"('impressed', ""it's"")",1
9955,"('a', 'basic')",1
9956,"('basic', 'sub')",1
9957,"('sub', 'like')",1
9958,"('other', 'mediocre')",1
9959,"('mediocre', 'or')",1
9960,"('or', 'sub-par')",1
9961,"('sub-par', 'sub')",1
9962,"('guess', 'if')",1
9963,"('if', ""your'e"")",1
9964,"(""your'e"", 'on')",1
9965,"('hospital', 'with')",1
9966,"('your', 'wife')",1
9967,"('wife', 'in')",1
9968,"('in', 'labour')",1
9969,"('labour', 'and')",1
9970,"('and', 'need')",1
9971,"('sub', 'really')",1
9972,"('really', 'quick')",1
9973,"('quick', ""it's"")",1
9974,"(""it's"", 'for')",1
9975,"('for', 'you,super')",1
9976,"('you,super', 'fast')",1
9977,"('takes', '15')",1
9978,"('sandwich', 'as')",1
9979,"('unwich', 'love')",1
9980,"('they', 'quarter')",1
9981,"('quarter', 'them,clean')",1
9982,"('them,clean', 'fresh')",1
9983,"('fresh', 'quiet')",1
9984,"('good', 'folks')",1
9985,"('folks', 'working')",1
9986,"('working', 'here')",1
9987,"('here', 'nashville')",1
9988,"('nashville', 'has')",1
9989,"('has', 'so')",1
9990,"('much', 'construction')",1
9991,"('construction', 'that')",1
9992,"('that', ""we've"")",1
9993,"('to', 'backtrack')",1
9994,"('backtrack', 'all')",1
9995,"('when', 'walking')",1
9996,"('walking', 'we')",1
9997,"('grateful', 'to')",1
9998,"('find', 'this')",1
9999,"('place', 'ask')",1
10000,"('a', 'bathroom')",1
10001,"('bathroom', 'key')",1
10002,"('key', 'and')",1
10003,"('eat', 'drink')",1
10004,"('drink', 'rest')",1
10005,"('rest', 'and')",1
10006,"('and', 'refresh')",1
10007,"('refresh', 'before')",1
10008,"('before', 'your')",1
10009,"('your', 'continued')",1
10010,"('continued', 'journey')",1
10011,"('journey', 'wherever')",1
10012,"('wherever', 'it')",1
10013,"('may', 'be,this')",1
10014,"('be,this', 'is')",1
10015,"('beyond', 'a')",1
10016,"('worse', 'subway')",1
10017,"('to', 'they')",1
10018,"('you', 'sit')",1
10019,"('sit', 'in')",1
10020,"('through', 'everyone')",1
10021,"('who', 'walks')",1
10022,"('walks', 'in')",1
10023,"('door', 'gets')",1
10024,"('gets', 'waited')",1
10025,"('on', 'first')",1
10026,"('usually', 'order')",1
10027,"('awful', ""i've"")",1
10028,"('had', 'someone')",1
10029,"('someone', 'ruin')",1
10030,"('ruin', 'a')",1
10031,"('suggest', 'if')",1
10032,"('sub', 'go')",1
10033,"('somewhere', 'else,i')",1
10034,"('else,i', 'have')",1
10035,"('times', 'each')",1
10036,"('absolutely', 'delicious')",1
10037,"('have', 'tried')",1
10038,"('ranch', 'subs')",1
10039,"('my', 'parents')",1
10040,"('parents', 'love')",1
10041,"('the', 'brisket')",1
10042,"('brisket', 'sub')",1
10043,"('my', 'grandfather')",1
10044,"('grandfather', 'likes')",1
10045,"('york', 'one')",1
10046,"('i', 'plan')",1
10047,"('on', 'going')",1
10048,"('going', 'again')",1
10049,"('also', 'plan')",1
10050,"('on', 'trying')",1
10051,"('trying', 'most')",1
10052,"('their', 'subs,one')",1
10053,"('subs,one', 'of')",1
10054,"('cleanest', 'subway')",1
10055,"('two', 'young')",1
10056,"('young', 'ladies')",1
10057,"('ladies', 'working')",1
10058,"('working', 'today')",1
10059,"('today', 'were')",1
10060,"('helpful', 'quick')",1
10061,"('quick', 'easy')",1
10062,"('healthy', 'choices')",1
10063,"('choices', 'available')",1
10064,"('my', 'healthy')",1
10065,"('eating', 'preferences,stopped')",1
10066,"('preferences,stopped', 'in')",1
10067,"('sandwich', 'order')",1
10068,"('order', 'ladies')",1
10069,"('store', 'seemed')",1
10070,"('my', 'flatbread')",1
10071,"('the', 'wonderful')",1
10072,"('wonderful', 'white')",1
10073,"('white', 'flatbread')",1
10074,"('flatbread', ""i've"")",1
10075,"('always', 'received')",1
10076,"('received', 'at')",1
10077,"('subway', '(discovered')",1
10078,"('(discovered', 'this')",1
10079,"('this', 'when')",1
10080,"('got', 'home),this')",1
10081,"('home),this', 'location')",1
10082,"('location', 'gets')",1
10083,"('gets', '5')",1
10084,"('and', 'cleanliness')",1
10085,"('cleanliness', 'as')",1
10086,"('as', 'freshness')",1
10087,"('freshness', 'egg')",1
10088,"('egg', 'salad')",1
10089,"('salad', '-')",1
10090,"('-', 'yum')",1
10091,"('yum', 'meatball')",1
10092,"('sub', 'cold')",1
10093,"('cut', 'trio')",1
10094,"('trio', 'for')",1
10095,"('only', '$2')",1
10096,"('$2', 'this')",1
10097,"('this', 'month')",1
10098,"('month', 'is')",1
10099,"('is', 'unbeatable')",1
10100,"('unbeatable', 'also')",1
10101,"('also', 'an')",1
10102,"('employee', 'named')",1
10103,"('named', 'shimin')",1
10104,"('shimin', 'said')",1
10105,"('me', '""i')",1
10106,"('you', 'enjoy')",1
10107,"('your', 'meal""')",1
10108,"('meal""', 'this')",1
10109,"('so', 'refreshing')",1
10110,"('refreshing', 'because')",1
10111,"('what', 'should')",1
10112,"('be', 'said')",1
10113,"('said', 'not')",1
10114,"('not', '""enjoy""')",1
10115,"('""enjoy""', 'because')",1
10116,"('a', 'command')",1
10117,"('command', 'not')",1
10118,"('not', '""i')",1
10119,"('you', 'enjoy""')",1
10120,"('enjoy""', 'because')",1
10121,"('because', 'you')",1
10122,"('enjoy', 'something')",1
10123,"('something', 'you')",1
10124,"(""can't"", 'just')",1
10125,"('just', 'enjoyshimin')",1
10126,"('enjoyshimin', 'is')",1
10127,"('people', 'i')",1
10128,"('ever', 'encountered')",1
10129,"('encountered', 'in')",1
10130,"('the', 'phrase')",1
10131,"('phrase', 'appropriately')",1
10132,"('appropriately', 'hats')",1
10133,"('hats', 'off')",1
10134,"('off', 'to')",1
10135,"('you', 'sir')",1
10136,"('sir', 'keep')",1
10137,"('good', 'work,the')",1
10138,"('work,the', 'reviews')",1
10139,"('what', 'people')",1
10140,"('are', 'expecting')",1
10141,"('expecting', 'with')",1
10142,"('with', 'airport')",1
10143,"('needed', 'a')",1
10144,"('eat', 'as')",1
10145,"('somewhat', 'late')",1
10146,"('late', 'flight')",1
10147,"('flight', 'we')",1
10148,"('we', 'shared')",1
10149,"('shared', 'the')",1
10150,"('the', 'baja')",1
10151,"('baja', 'chicken')",1
10152,"('without', 'bacon')",1
10153,"('was', 'pleasant')",1
10154,"('pleasant', 'as')",1
10155,"('as', 'was')",1
10156,"('manager', '(i')",1
10157,"('(i', 'think)')",1
10158,"('think)', 'who')",1
10159,"('who', 'thought')",1
10160,"('thought', 'we')",1
10161,"('we', ""hadn't"")",1
10162,"('been', 'helped')",1
10163,"('helped', 'yet')",1
10164,"('yet', 'we')",1
10165,"(""didn't"", 'wait')",1
10166,"('wait', 'long')",1
10167,"('ones', 'ordering')",1
10168,"('ordering', ""i'm"")",1
10169,"('of', 'quiznos')",1
10170,"('quiznos', 'but')",1
10171,"(""you're"", 'hungry')",1
10172,"('hungry', 'and')",1
10173,"('an', 'airport')",1
10174,"('airport', 'you')",1
10175,"('just', 'gotta')",1
10176,"('gotta', 'grab')",1
10177,"('grab', 'something')",1
10178,"('something', ""i'm"")",1
10179,"('foodie', 'just')",1
10180,"('recognize', 'that')",1
10181,"('foodie', 'paradise')",1
10182,"('paradise', ""it's"")",1
10183,"(""it's"", 'airport')",1
10184,"('recognize', 'airport')",1
10185,"('it', 'is--convenient,we')",1
10186,"('is--convenient,we', 'drove')",1
10187,"('drove', 'about')",1
10188,"('5', 'miles')",1
10189,"('the', 'interstate')",1
10190,"('interstate', 'into')",1
10191,"('in', 'maryville')",1
10192,"('maryville', 'il')",1
10193,"('il', 'just')",1
10194,"('receive', 'one')",1
10195,"('second', 'we')",1
10196,"('counter', ""'greeted'"")",1
10197,"(""'greeted'"", 'us')",1
10198,"('us', 'with')",1
10199,"('the', 'driest')",1
10200,"('driest', 'unenthusiastic')",1
10201,"('unenthusiastic', ""'welcome'"")",1
10202,"(""'welcome'"", 'ever')",1
10203,"('ever', 'as')",1
10204,"('as', 'dry')",1
10205,"('dry', 'as')",1
10206,"('the', 'sahara')",1
10207,"('sahara', 'desert')",1
10208,"('desert', 'next')",1
10209,"('next', 'the')",1
10210,"('same', 'girl')",1
10211,"('girl', 'started')",1
10212,"('ask', 'our')",1
10213,"('orders', 'as')",1
10214,"('we', 'started')",1
10215,"('orders', 'she')",1
10216,"('walking', 'back')",1
10217,"('forth', 'into')",1
10218,"('room', 'trying')",1
10219,"('get', 'other')",1
10220,"('other', 'stuff')",1
10221,"('are', 'such')",1
10222,"('inconvenience', 'for')",1
10223,"('her', 'lastly')",1
10224,"('lastly', 'when')",1
10225,"('my', ""daughter's"")",1
10226,"(""daughter's"", 'sub')",1
10227,"('sub', 'together')",1
10228,"('together', 'she')",1
10229,"('just', 'slapped')",1
10230,"('slapped', 'everything')",1
10231,"('and', 'flung')",1
10232,"('flung', 'that')",1
10233,"('that', 'sub')",1
10234,"('toaster', 'tray')",1
10235,"('tray', 'that')",1
10236,"('made', 'everything')",1
10237,"('it', 'spill')",1
10238,"('spill', 'everywhere')",1
10239,"('something', '-')",1
10240,"('look', 'and')",1
10241,"('never', 'apologized')",1
10242,"('her', 'demeanor')",1
10243,"('demeanor', 'i')",1
10244,"('can', 'give')",1
10245,"('give', ""'no"")",1
10246,"(""'no"", ""star'"")",1
10247,"(""star'"", 'for')",1
10248,"('the', 'troy/maryville')",1
10249,"('troy/maryville', 'location')",1
10250,"('location', '-')",1
10251,"('-', 'never')",1
10252,"('this', 'location,love')",1
10253,"('location,love', 'this')",1
10254,"('place', 'wonderful')",1
10255,"('wonderful', 'staff')",1
10256,"('really', 'personalize')",1
10257,"('personalize', 'your')",1
10258,"('your', 'visits')",1
10259,"('visits', 'here')",1
10260,"('that', ""isn't"")",1
10261,"('too', 'common')",1
10262,"('common', 'with')",1
10263,"('with', 'big')",1
10264,"('big', 'franchises')",1
10265,"('franchises', 'they')",1
10266,"('know', 'my')",1
10267,"('walk', ""in,it's"")",1
10268,"(""in,it's"", 'hard')",1
10269,"('to', 'evaluate')",1
10270,"('evaluate', 'subways')",1
10271,"('subways', 'because')",1
10272,"(""it's"", 'more')",1
10273,"('than', 'likely')",1
10274,"('likely', 'your')",1
10275,"('fault', 'this')",1
10276,"('friendly', 'enough')",1
10277,"('enough', 'all')",1
10278,"('ingredients', 'seem')",1
10279,"('a', 'stale')",1
10280,"('stale', 'sandwich')",1
10281,"('a', 'minor')",1
10282,"('minor', 'complaint')",1
10283,"('complaint', 'the')",1
10284,"('owner', 'personally')",1
10285,"('personally', 'contacted')",1
10286,"('contacted', 'me')",1
10287,"('and', 'kindly')",1
10288,"('kindly', 'resolved')",1
10289,"('resolved', 'the')",1
10290,"('situation', 'because')",1
10291,"('the', 'ownership')",1
10292,"('ownership', 'and')",1
10293,"('and', 'management')",1
10294,"('management', 'this')",1
10295,"('subway', 'stands')",1
10296,"('stands', 'out')",1
10297,"('best', 'members')",1
10298,"('members', 'of')",1
10299,"('chain', ""i've"")",1
10300,"('visited,i', 'loved')",1
10301,"('today', 'they')",1
10302,"('they', 'upset')",1
10303,"('upset', 'me')",1
10304,"('had', 'about')",1
10305,"('about', '$7')",1
10306,"('$7', 'on')",1
10307,"('rest', 'in')",1
10308,"('in', 'change')",1
10309,"('change', 'my')",1
10310,"('my', 'total')",1
10311,"('total', 'was')",1
10312,"('was', '$9')",1
10313,"('$9', 'but')",1
10314,"('girl', 'said')",1
10315,"(""i've"", 'done')",1
10316,"('done', 'that')",1
10317,"('that', 'before')",1
10318,"('they', 'already')",1
10319,"('already', 'made')",1
10320,"('even', 'nice')",1
10321,"('me', 'not')",1
10322,"('if', ""i'd"")",1
10323,"(""i'd"", 'even')",1
10324,"('even', 'go')",1
10325,"('go', 'back,review')",1
10326,"('back,review', 'edited')",1
10327,"('edited', 'to')",1
10328,"('update', 'management')",1
10329,"('management', 'treatment')",1
10330,"('treatment', 'of')",1
10331,"('my', 'experience:')",1
10332,"('experience:', 'i')",1
10333,"('call', 'yesterday')",1
10334,"('yesterday', '(24')",1
10335,"('(24', 'hours')",1
10336,"('hours', 'later)')",1
10337,"('later)', 'after')",1
10338,"('after', 'supplying')",1
10339,"('supplying', 'feedback')",1
10340,"('feedback', 'asked')",1
10341,"('for', 'after')",1
10342,"('process', 'a')",1
10343,"('manager', 'who')",1
10344,"('fair', 'amount')",1
10345,"('to', 'apologize')",1
10346,"('apologize', 'to')",1
10347,"('in', 'what')",1
10348,"('what', 'ways')",1
10349,"('ways', 'they')",1
10350,"('would', 'counsel')",1
10351,"('counsel', 'their')",1
10352,"('their', 'employee')",1
10353,"('employee', 'for')",1
10354,"('for', 'future')",1
10355,"('future', 'customer')",1
10356,"('customer', 'dissatisfaction')",1
10357,"('dissatisfaction', 'conversations')",1
10358,"('conversations', 'i')",1
10359,"('with', 'him')",1
10360,"('right', 'for')",1
10361,"('best', ""jj's"")",1
10362,"(""jj's"", ""i've"")",1
10363,"(""i've"", 'improved')",1
10364,"('improved', 'my')",1
10365,"('my', 'rating')",1
10366,"('rating', 'stars')",1
10367,"('but', 'kept')",1
10368,"('original', 'story')",1
10369,"('story', 'not')",1
10370,"('world', '-')",1
10371,"('a', '$14')",1
10372,"('$14', 'order')",1
10373,"('split', 'delivery')",1
10374,"('delivery', 'jimmy')",1
10375,"('is', 'jimmy')",1
10376,"('johns', 'never')",1
10377,"('been', 'impressed')",1
10378,"('impressed', 'by')",1
10379,"('the', 'rigid')",1
10380,"('rigid', 'lack')",1
10381,"('of', 'selection')",1
10382,"('selection', '-')",1
10383,"('but', 'their')",1
10384,"('like', 'crack')",1
10385,"('crack', 'so')",1
10386,"('we', 'still')",1
10387,"('go', ""don't"")",1
10388,"('expect', 'too')",1
10389,"('much', '-')",1
10390,"('today', '--')",1
10391,"('--', 'we')",1
10392,"('for', 'mayo/mustard')",1
10393,"('mayo/mustard', 'packets')",1
10394,"('packets', '-')",1
10395,"('we', 'check')",1
10396,"('check', 'the')",1
10397,"('box', 'but')",1
10398,"('we', 'listed')",1
10399,"('listed', 'it')",1
10400,"('under', 'special')",1
10401,"('special', 'instructions')",1
10402,"('instructions', 'it')",1
10403,"('was', 'shown')",1
10404,"('shown', 'on')",1
10405,"('receipt', '-')",1
10406,"('not', 'receive')",1
10407,"('receive', 'just')",1
10408,"('just', 'pretty')",1
10409,"('pretty', 'disappointing')",1
10410,"('disappointing', '-')",1
10411,"('-', ""it's"")",1
10412,"(""it's"", 'totally')",1
10413,"('totally', 'part')",1
10414,"('our', 'experience')",1
10415,"('mostly', 'my')",1
10416,"('my', 'dissatisfaction')",1
10417,"('dissatisfaction', 'the')",1
10418,"('phone', 'when')",1
10419,"('called', '2')",1
10420,"('after', 'driver')",1
10421,"('driver', 'left')",1
10422,"('building', 'asked')",1
10423,"('driver', 'had')",1
10424,"('some', 'with')",1
10425,"('she', 'could')",1
10426,"('could', 'run')",1
10427,"('back', 'real')",1
10428,"('real', 'quick')",1
10429,"('quick', 'she')",1
10430,"('phone', 'comvo')",1
10431,"('comvo', 'that')",1
10432,"('that', 'got')",1
10433,"('got', 'me')",1
10434,"('me', '-')",1
10435,"('super', 'nonchalant')",1
10436,"('nonchalant', 'not')",1
10437,"('even', 'an')",1
10438,"('apology', '-told')",1
10439,"('-told', 'me')",1
10440,"('her', 'drivers')",1
10441,"('drivers', 'could')",1
10442,"('could', 'come')",1
10443,"('back', 'told')",1
10444,"('many', 'deliveries')",1
10445,"('deliveries', 'they')",1
10446,"('it', 'clear')",1
10447,"('clear', 'it')",1
10448,"('inconvenience', 'and')",1
10449,"('be', 'like')",1
10450,"('like', '45')",1
10451,"('45', 'minutes-ish')",1
10452,"('minutes-ish', 'based')",1
10453,"('her', 'description')",1
10454,"('description', 'i')",1
10455,"('understand', 'lunch')",1
10456,"('lunch', 'is')",1
10457,"('busy', 'time')",1
10458,"('but', 'attitude')",1
10459,"('attitude', 'is')",1
10460,"('this', 'biz')",1
10461,"('biz', 'sandwich')",1
10462,"('still', 'good')",1
10463,"('trying', 'pickles')",1
10464,"('pickles', '-')",1
10465,"('-', 'huge')",1
10466,"('-', 'ps')",1
10467,"('ps', 'pickle')",1
10468,"('pickle', 'i')",1
10469,"('best', 'ever')",1
10470,"('ever', 'and')",1
10471,"('pretty', 'amazing')",1
10472,"('amazing', '-')",1
10473,"('-', 'super')",1
10474,"('big', 'very')",1
10475,"('crisp', '-')",1
10476,"('great', 'texture')",1
10477,"('texture', 'but')",1
10478,"('very', 'garlic-y')",1
10479,"('garlic-y', 'so')",1
10480,"('so', 'be')",1
10481,"('be', 'prepared')",1
10482,"('prepared', 'some')",1
10483,"('other', 'spice')",1
10484,"('spice', 'on')",1
10485,"(""can't"", 'quite')",1
10486,"('quite', 'grab')",1
10487,"('it', 'trying')",1
10488,"('pickle', 'has')",1
10489,"('has', '2314')",1
10490,"('2314', 'grams')",1
10491,"('grams', 'of')",1
10492,"('of', 'sodium')",1
10493,"('sodium', 'which')",1
10494,"('is', 'unnnnbelievable')",1
10495,"('unnnnbelievable', 'granted')",1
10496,"('granted', ""it's"")",1
10497,"(""it's"", 'big')",1
10498,"('big', 'enough')",1
10499,"('to', 'share')",1
10500,"('share', 'maybe')",1
10501,"('maybe', 'even')",1
10502,"('even', 'with')",1
10503,"('3', 'peopleit')",1
10504,"('peopleit', 'was')",1
10505,"('was', 'anticlimactic')",1
10506,"('anticlimactic', 'for')",1
10507,"('had', 'heartburn')",1
10508,"('heartburn', 'after')",1
10509,"('after', '4')",1
10510,"('4', 'bites,overall')",1
10511,"('bites,overall', 'good')",1
10512,"('location', 'always')",1
10513,"('seems', 'busy')",1
10514,"('much', 'interior')",1
10515,"('interior', 'seating')",1
10516,"('seating', 'or')",1
10517,"('or', 'we')",1
10518,"('we', 'might')",1
10519,"('might', 'visit')",1
10520,"('visit', 'more')",1
10521,"('fairly', 'efficient')",1
10522,"('everything', 'being')",1
10523,"('being', 'made')",1
10524,"('order', 'recommendation')",1
10525,"('recommendation', 'might')",1
10526,"('improve', 'your')",1
10527,"('your', 'loyalty')",1
10528,"('loyalty', 'program,subways')",1
10529,"('program,subways', 'are')",1
10530,"('all', 'supposed')",1
10531,"('same', 'right')",1
10532,"('right', 'well')",1
10533,"('to', 'enough')",1
10534,"('will', 'quickly')",1
10535,"('quickly', 'realize')",1
10536,"('that', 'some')",1
10537,"('some', 'are')",1
10538,"('others', 'primarily')",1
10539,"('primarily', 'due')",1
10540,"('guys', 'running')",1
10541,"('running', 'this')",1
10542,"('fantastic', 'job')",1
10543,"('professional', 'the')",1
10544,"('subs', 'consistently')",1
10545,"('consistently', 'great')",1
10546,"('subway', 'closer')",1
10547,"('closer', 'to')",1
10548,"('but', 'go')",1
10549,"('to', 'sponsor')",1
10550,"('sponsor', 'this')",1
10551,"('one', 'highly')",1
10552,"('highly', 'recommended,ok')",1
10553,"('recommended,ok', 'not')",1
10554,"('but', '-')",1
10555,"('counter', 'actually')",1
10556,"('actually', 'listened')",1
10557,"('was', 'asking')",1
10558,"('got', 'four')",1
10559,"('four', 'out')",1
10560,"('four', 'sandwiches')",1
