,bigrams,counts
17797,"('spent', 'the')",1
17798,"('next', '10')",1
17799,"('minutes', 'berating')",1
17800,"('berating', 'him')",1
17801,"('him', 'in')",1
17802,"('customers', 'explaining')",1
17803,"('explaining', 'cheaper')",1
17804,"('cheaper', 'vs')",1
17805,"('vs', 'discount')",1
17806,"('and', 'speaking')",1
17807,"('speaking', 'to')",1
17808,"('him', 'like')",1
17809,"('a', 'moron')",1
17810,"('moron', 'his')",1
17811,"('his', 'rant')",1
17812,"('rant', 'continued')",1
17813,"('continued', 'while')",1
17814,"('i', 'attempted')",1
17815,"(""can't"", 'stand')",1
17816,"('stand', 'disrespectful')",1
17817,"('disrespectful', 'people')",1
17818,"('and', 'fortunately')",1
17819,"('fortunately', 'there')",1
17820,"('million', 'other')",1
17821,"('city', 'so')",1
17822,"(""i've"", 'run')",1
17823,"('run', 'into')",1
17824,"('this', 'manager')",1
17825,"('manager', 'before')",1
17826,"('before', 'at')",1
17827,"('the', 'liberty')",1
17828,"('liberty', 'place')",1
17829,"('subway', 'he')",1
17830,"('he', 'always')",1
17831,"('skills', 'and')",1
17832,"('and', 'speaks')",1
17833,"('speaks', 'to')",1
17834,"('to', 'his')",1
17835,"('like', 'garbage,bojo')",1
17836,"('garbage,bojo', 'is')",1
17837,"('fantastic', 'sandwich')",1
17838,"('artist', 'he')",1
17839,"('sub', 'exactly')",1
17840,"('as', 'requested')",1
17841,"('old', 'way')",1
17842,"('give', 'that')",1
17843,"('that', 'man')",1
17844,"('man', 'a')",1
17845,"('huge', 'raise')",1
17846,"('raise', 'love')",1
17847,"('love', 'him,love')",1
17848,"('him,love', 'their')",1
17849,"('menu', '-')",1
17850,"('was', 'clear')",1
17851,"('clear', 'around')",1
17852,"('tables', 'staff')",1
17853,"('very', 'polite,i')",1
17854,"('polite,i', 'have')",1
17855,"('location', 'twice')",1
17856,"('fast', 'making')",1
17857,"('making', 'subs')",1
17858,"('subs', 'both')",1
17859,"('times', 'my')",1
17860,"('made', 'perfectly')",1
17861,"('perfectly', 'and')",1
17862,"('tasted', 'great')",1
17863,"('great', 'this')",1
17864,"('only', 'location')",1
17865,"('on', ',this')",1
17866,"(',this', 'is')",1
17867,"('right', 'downtown')",1
17868,"('belly', 'before')",1
17869,"('the', 'hub')",1
17870,"('hub', 'etc')",1
17871,"('and', 'friendlyhowever')",1
17872,"('friendlyhowever', ""don't"")",1
17873,"('of', 'asking')",1
17874,"('cup', 'and')",1
17875,"('getting', 'some')",1
17876,"('some', 'soda')",1
17877,"('soda', '(pop')",1
17878,"('(pop', 'for')",1
17879,"('friends', 'in')",1
17880,"('in', 'indiana)')",1
17881,"('indiana)', ""there's"")",1
17882,"('sign', 'noting')",1
17883,"('noting', ""you'll"")",1
17884,"(""you'll"", 'be')",1
17885,"('be', 'charged')",1
17886,"('charged', 'if')",1
17887,"('this', 'happens')",1
17888,"('happens', 'geez')",1
17889,"('geez', ""peopledon't"")",1
17890,"(""peopledon't"", 'be')",1
17891,"('be', 'cheap')",1
17892,"('cheap', 'get')",1
17893,"('drink', 'the')",1
17894,"('water', 'the')",1
17895,"('one', 'odd')",1
17896,"('odd', 'thing')",1
17897,"('the', ""restroomyou'll"")",1
17898,"(""restroomyou'll"", 'have')",1
17899,"('key', 'yes')",1
17900,"('yes', 'you')",1
17901,"('a', 'key')",1
17902,"('key', 'like')",1
17903,"('like', 'when')",1
17904,"('a', 'shady')",1
17905,"('shady', 'gas')",1
17906,"('on', 'i-75')",1
17907,"('i-75', 'yes')",1
17908,"('yes', 'it')",1
17909,"('chain', 'with')",1
17910,"('of', 'wood')",1
17911,"('wood', 'yes')",1
17912,"('yes', ""it's"")",1
17913,"('the', 'dirtiest')",1
17914,"('dirtiest', 'thing')",1
17915,"('the', 'restaurantyuck')",1
17916,"('restaurantyuck', 'other')",1
17917,"('than', 'thatthis')",1
17918,"('thatthis', 'is')",1
17919,"('a', 'phenomenal')",1
17920,"('phenomenal', 'subway')",1
17921,"('as', 'subways')",1
17922,"('subways', 'go,seriously')",1
17923,"('go,seriously', 'the')",1
17924,"('best', 'employees')",1
17925,"('employees', 'ever')",1
17926,"('love', 'everyone')",1
17927,"('everyone', 'there')",1
17928,"('return', ""they're"")",1
17929,"(""they're"", 'completely')",1
17930,"('completely', 'amazing')",1
17931,"('amazing', 'super')",1
17932,"('a', 'fun')",1
17933,"('fun', 'environment')",1
17934,"('environment', 'and')",1
17935,"('really', 'take')",1
17936,"('you', 'they')",1
17937,"('do', 'need')",1
17938,"('to', 'upgrade')",1
17939,"('upgrade', 'system')",1
17940,"('can', 'tip')",1
17941,"('tip', 'on')",1
17942,"('on', 'credit')",1
17943,"('credit', 'cards,now')",1
17944,"('cards,now', 'that')",1
17945,"('given', 'jimmy')",1
17946,"(""john's"", 'a')",1
17947,"('try', 'i')",1
17948,"('sandwich', 'ready')",1
17949,"('minutes', 'impressive')",1
17950,"('impressive', 'but')",1
17951,"('only', 'question')",1
17952,"('question', 'was')",1
17953,"('was', 'if')",1
17954,"('wanted', 'cheese')",1
17955,"('said', 'yes')",1
17956,"('yes', 'and')",1
17957,"('pick', 'my')",1
17958,"('sandwich', 'up')",1
17959,"('the', 'and')",1
17960,"('and', 'of')",1
17961,"('counter', 'found')",1
17962,"('out', 'that')",1
17963,"('my', 'yes')",1
17964,"('yes', 'meant')",1
17965,"('meant', 'another')",1
17966,"('another', '$075')",1
17967,"('$075', 'to')",1
17968,"('price', 'a')",1
17969,"('bit', 'annoying')",1
17970,"('annoying', 'but')",1
17971,"(""i'm"", 'ok')",1
17972,"('ok', 'with')",1
17973,"('then', 'see')",1
17974,"('see', 'my')",1
17975,"('and', 'think')",1
17976,"('it', 'sure')",1
17977,"('sure', 'looks')",1
17978,"('looks', 'small')",1
17979,"('seat', 'and')",1
17980,"('began', 'opening')",1
17981,"('opening', 'the')",1
17982,"('the', 'wrapper')",1
17983,"('wrapper', 'my')",1
17984,"('first', 'impression')",1
17985,"('impression', 'was')",1
17986,"('was', 'did')",1
17987,"('a', 'roll')",1
17988,"('roll', 'then')",1
17989,"('saw', 'some')",1
17990,"('some', 'meat')",1
17991,"('cheese', 'sticking')",1
17992,"('sticking', 'out')",1
17993,"('thought', ""it's"")",1
17994,"(""it's"", 'this')",1
17995,"('this', 'plain')",1
17996,"('plain', 'upon')",1
17997,"('upon', 'closer')",1
17998,"('closer', 'inspection')",1
17999,"('inspection', 'i')",1
18000,"('see', 'some')",1
18001,"('some', 'lettuce')",1
18002,"('tomato', 'in')",1
18003,"('well', 'but')",1
18004,"('they', 'sure')",1
18005,"('sure', ""don't"")",1
18006,"(""don't"", 'over')",1
18007,"('over', 'do')",1
18008,"('it', ""it's"")",1
18009,"('quick', 'because')",1
18010,"(""don't"", 'put')",1
18011,"('put', 'anything')",1
18012,"('anything', 'into')",1
18013,"('into', 'it')",1
18014,"('care', 'if')",1
18015,"('extra', 'minute')",1
18016,"('minute', 'or')",1
18017,"('two', ""i'd"")",1
18018,"('the', 'interaction')",1
18019,"('interaction', 'and')",1
18020,"('some', 'care')",1
18021,"('care', 'into')",1
18022,"('into', 'making')",1
18023,"('at', '$9')",1
18024,"('fairly', 'small')",1
18025,"('sub', 'chips')",1
18026,"('i', 'expect')",1
18027,"('expect', 'more')",1
18028,"('serve', 'coke')",1
18029,"('coke', 'the')",1
18030,"('ok', 'to')",1
18031,"('me', 'way')",1
18032,"('great', 'too')",1
18033,"('too', 'bland')",1
18034,"('bland', 'and')",1
18035,"('and', 'lacking')",1
18036,"('in', 'toppings')",1
18037,"('may', 'give')",1
18038,"('try', 'but')",1
18039,"('are', 'many')",1
18040,"('shops', ""i'll"")",1
18041,"('to', 'first,pretty')",1
18042,"('first,pretty', 'awesome')",1
18043,"('awesome', 'sandwich')",1
18044,"('the', 'pizza')",1
18045,"('pizza', 'sandwich')",1
18046,"('different', 'options')",1
18047,"('options', 'to')",1
18048,"('up', 'sandwiches')",1
18049,"('always', 'something')",1
18050,"('something', 'new')",1
18051,"('be', 'tried')",1
18052,"('a', 'definite')",1
18053,"('definite', 'recommend')",1
18054,"('sure', 'also')",1
18055,"('shop', 'is')",1
18056,"('fairly', 'new')",1
18057,"('and', 'pretty')",1
18058,"('pretty', 'nice,well')",1
18059,"('nice,well', 'its')",1
18060,"('deal', 'english')",1
18061,"('english', 'wasnt')",1
18062,"('wasnt', 'to')",1
18063,"('to', 'strong')",1
18064,"('strong', 'here')",1
18065,"('problem', 'ordering')",1
18066,"('ordering', 'sandwich')",1
18067,"('making', 'is')",1
18068,"('not', 'there')",1
18069,"('there', 'strong')",1
18070,"('strong', 'suit')",1
18071,"('suit', 'here')",1
18072,"('seems', 'odd')",1
18073,"('odd', 'at')",1
18074,"('in', 'pretty')",1
18075,"('dont', 'like')",1
18076,"('like', 'customers')",1
18077,"('customers', 'too')",1
18078,"('much', 'either')",1
18079,"('either', 'i')",1
18080,"('i', 'probably')",1
18081,"('probably', 'should')",1
18082,"('have', 'made')",1
18083,"('made', 'them')",1
18084,"('them', 'remake')",1
18085,"('remake', 'but')",1
18086,"('sandwich', 'right,if')",1
18087,"('right,if', 'you')",1
18088,"('back', 'flatpizza')",1
18089,"('flatpizza', 'you')",1
18090,"('be', 'golden')",1
18091,"('golden', ""don't"")",1
18092,"('so', 'quick')",1
18093,"('from', 'stuff')",1
18094,"('stuff', 'that')",1
18095,"('that', 'sales')",1
18096,"('sales', 'and')",1
18097,"('good', ""that's"")",1
18098,"('why', ""applebee's"")",1
18099,"(""applebee's"", 'struggles')",1
18100,"('struggles', 'so')",1
18101,"('much', ""i'm"")",1
18102,"('you', '5/5')",1
18103,"('5/5', 'but')",1
18104,"(""don't"", 'allow')",1
18105,"('allow', 'order')",1
18106,"('online', 'if')",1
18107,"('is', 'unavailable')",1
18108,"('unavailable', 'at')",1
18109,"('at', 'pick')",1
18110,"('up', 'also')",1
18111,"('also', 'per')",1
18112,"('per', 'others')",1
18113,"('others', 'say')",1
18114,"('say', ""don't"")",1
18115,"('cheap', 'on')",1
18116,"('your', 'items')",1
18117,"('items', 'to')",1
18118,"('to', 'upcharge')",1
18119,"('upcharge', 'on')",1
18120,"('on', 'extra')",1
18121,"('extra', 'stuff')",1
18122,"('stuff', 'like')",1
18123,"('like', 'mayo,i')",1
18124,"('mayo,i', 'used')",1
18125,"('more', 'often')",1
18126,"('often', 'when')",1
18127,"('to', 'high')",1
18128,"('and', 'lived')",1
18129,"('lived', 'around')",1
18130,"('corner', 'i')",1
18131,"('in', 'yesterday')",1
18132,"('yesterday', 'with')",1
18133,"('my', 'sister')",1
18134,"('sister', 'while')",1
18135,"('visiting', 'our')",1
18136,"('our', 'mom')",1
18137,"('mom', 'on')",1
18138,"('this', 'side')",1
18139,"('town', ""they've"")",1
18140,"(""they've"", 'remodeled')",1
18141,"('remodeled', 'since')",1
18142,"('when', 'that')",1
18143,"('that', 'happened')",1
18144,"('happened', 'it')",1
18145,"('definitely', 'looked')",1
18146,"('looked', 'better')",1
18147,"('are', 'typical')",1
18148,"(""wasn't"", 'overly')",1
18149,"('overly', 'impressed')",1
18150,"('who', 'used')",1
18151,"('ago', 'for')",1
18152,"(""i'd"", 'stop')",1
18153,"('stop', 'back')",1
18154,"('in', 'if')",1
18155,"(""i'm"", 'ever')",1
18156,"('ever', 'wanting')",1
18157,"('wanting', 'subway')",1
18158,"('subway', 'while')",1
18159,"('while', 'at')",1
18160,"('my', ""mom's"")",1
18161,"(""mom's"", 'haha,cant')",1
18162,"('haha,cant', 'lie')",1
18163,"('lie', 'thought')",1
18164,"('thought', ""it'd"")",1
18165,"(""it'd"", 'be')",1
18166,"('another', 'bullshit')",1
18167,"('bullshit', 'subway')",1
18168,"('subway', 'type')",1
18169,"('type', 'spot')",1
18170,"('spot', 'but')",1
18171,"('good', 'plus')",1
18172,"('plus', 'cant')",1
18173,"('cant', 'hate')",1
18174,"('hate', 'a')",1
18175,"('place', 'that')",1
18176,"('that', 'spits')",1
18177,"('spits', 'out')",1
18178,"('out', 'sandwiches')",1
18179,"('sandwiches', 'sixty')",1
18180,"('sixty', 'seconds')",1
18181,"('seconds', 'after')",1
18182,"('the', 'chocolate')",1
18183,"('chips', 'the')",1
18184,"('chips', 'oh')",1
18185,"('so', 'good,delicious')",1
18186,"('good,delicious', 'sandwiches')",1
18187,"('sandwiches', 'terrible')",1
18188,"('has', 'not')",1
18189,"('long', ""i've"")",1
18190,"(""i've"", 'stopped')",1
18191,"('in', 'twice')",1
18192,"('had', 'delivery')",1
18193,"('delivery', '4')",1
18194,"('consistently', 'rude')",1
18195,"(""won't"", 'deliver')",1
18196,"('am', 'suddenly')",1
18197,"('suddenly', '""outside')",1
18198,"('""outside', 'of')",1
18199,"('delivery', 'area""')",1
18200,"('area""', 'i')",1
18201,"('think', 'whoever')",1
18202,"('whoever', 'answered')",1
18203,"('phone', 'just')",1
18204,"(""wasn't"", 'in')",1
18205,"('mood', 'to')",1
18206,"('with', 'taking')",1
18207,"('taking', 'an')",1
18208,"('order', 'and/or')",1
18209,"('and/or', 'delivering')",1
18210,"('delivering', ""i'll"")",1
18211,"(""i'll"", 'take')",1
18212,"('to', 'campus')",1
18213,"('campus', 'corner')",1
18214,"('corner', 'your')",1
18215,"('a', 'word')",1
18216,"('word', 'of')",1
18217,"('of', 'advice')",1
18218,"('advice', '-')",1
18219,"('-', 'if')",1
18220,"('be', 'successful')",1
18221,"('successful', 'on')",1
18222,"('main', 'line')",1
18223,"('be', 'pleasant')",1
18224,"('pleasant', 'polite')",1
18225,"('and', 'provide')",1
18226,"('provide', 'good')",1
18227,"('are', 'tons')",1
18228,"('shops', 'around')",1
18229,"('around', 'you')",1
18230,"(""won't"", 'last')",1
18231,"('last', 'if')",1
18232,"('you', 'treat')",1
18233,"('treat', 'people')",1
18234,"('people', 'poorly,parking')",1
18235,"('poorly,parking', 'is')",1
18236,"('horrible', 'bathroom')",1
18237,"('bathroom', 'cleanliness')",1
18238,"('questionable', 'but')",1
18239,"('but', 'location')",1
18240,"('is', 'somewhat')",1
18241,"('somewhat', 'good')",1
18242,"('same', 'old')",1
18243,"('old', 'subway')",1
18244,"('subway', 'what')",1
18245,"('what', 'really')",1
18246,"('really', 'sucks')",1
18247,"('sucks', 'is')",1
18248,"('service', 'english')",1
18249,"('english', 'of')",1
18250,"('from', 'proficiency')",1
18251,"('proficiency', 'in')",1
18252,"('in', 'both')",1
18253,"('both', 'speaking')",1
18254,"('speaking', 'and')",1
18255,"('understanding', 'they')",1
18256,"('will', 'hold')",1
18257,"('count', 'off')",1
18258,"('the', 'slices')",1
18259,"('slices', 'i')",1
18260,"('guess', 'they')",1
18261,"('care', 'more')",1
18262,"('to', 'save')",1
18263,"('save', 'a')",1
18264,"('a', 'portion')",1
18265,"('a', 'cent')",1
18266,"('cent', 'on')",1
18267,"('a', 'slice')",1
18268,"('salami', 'once')",1
18269,"('a', 'teenage')",1
18270,"('teenage', 'guy')",1
18271,"('guy', 'served')",1
18272,"('better', 'at')",1
18273,"('being', 'speedy')",1
18274,"('care', 'to')",1
18275,"('split', 'occasional')",1
18276,"('occasional', 'piece')",1
18277,"('salami', 'in')",1
18278,"('in', 'two,the')",1
18279,"('two,the', 'reason')",1
18280,"('reason', 'the')",1
18281,"('is', 'due')",1
18282,"('them', 'not')",1
18283,"('not', 'delivering')",1
18284,"('delivering', 'less')",1
18285,"('five', 'miles')",1
18286,"('miles', 'east')",1
18287,"('east', 'of')",1
18288,"('seems', 'ridiculous')",1
18289,"('ridiculous', ""i'm"")",1
18290,"('point', 'in')",1
18291,"('in', 'having')",1
18292,"('service', 'if')",1
18293,"('places', 'beyond')",1
18294,"('beyond', 'next')",1
18295,"('next', 'door,first')",1
18296,"('door,first', 'of')",1
18297,"('atmosphere', 'of')",1
18298,"('of', 'healthy')",1
18299,"('healthy', 'looking')",1
18300,"('looking', 'people')",1
18301,"('people', 'however')",1
18302,"('i', 'ran')",1
18303,"('ran', 'into')",1
18304,"('the', 'cleanliness')",1
18305,"('cleanliness', 'of')",1
18306,"(""don't"", 'recommend')",1
18307,"('recommend', 'sitting')",1
18308,"('sitting', 'down')",1
18309,"('eating', 'if')",1
18310,"('break', 'or')",1
18311,"('just', 'looking')",1
18312,"('to', 'pickup')",1
18313,"('pickup', 'food')",1
18314,"('from', 'somewhere')",1
18315,"('somewhere', 'healthy')",1
18316,"('healthy', 'than')",1
18317,"('your', 'place,this')",1
18318,"('place,this', 'subway')",1
18319,"('fantastic', ""they've"")",1
18320,"(""they've"", 'done')",1
18321,"('job', 'with')",1
18322,"('space', 'and')",1
18323,"('incredibly', 'hard')",1
18324,"('hard', 'working')",1
18325,"('working', 'nice')",1
18326,"('nice', 'work,this')",1
18327,"('work,this', 'subway')",1
18328,"('although', 'technically')",1
18329,"('technically', 'located')",1
18330,"('on', 'market')",1
18331,"('market', 'street')",1
18332,"('street', 'the')",1
18333,"('the', 'entrance')",1
18334,"('entrance', 'is')",1
18335,"('actually', 'on')",1
18336,"('4th', 'right')",1
18337,"('the', 'rear')",1
18338,"('rear', 'entrance')",1
18339,"('entrance', 'of')",1
18340,"('the', 'bourse')",1
18341,"('bourse', 'this')",1
18342,"('has', 'ample')",1
18343,"('ample', 'seating')",1
18344,"('seating', '(a')",1
18345,"('(a', 'bonus')",1
18346,"('bonus', 'for')",1
18347,"('any', 'old')",1
18348,"('old', 'city')",1
18349,"('city', 'lunch')",1
18350,"('lunch', 'spot)')",1
18351,"('spot)', 'and')",1
18352,"('been', 'unable')",1
18353,"('unable', 'to')",1
18354,"('seat', 'even')",1
18355,"('rush', 'the')",1
18356,"('lines', 'are')",1
18357,"('are', 'managed')",1
18358,"('managed', 'efficiently')",1
18359,"('wait', 'too')",1
18360,"('long', 'for')",1
18361,"('they', 'definitely')",1
18362,"('definitely', 'run')",1
18363,"('pretty', 'tight')",1
18364,"('tight', 'ship')",1
18365,"('ship', 'here')",1
18366,"('complaint', 'i')",1
18367,"('that', 'kids')",1
18368,"('kids', 'from')",1
18369,"('the', 'charter')",1
18370,"('charter', 'school')",1
18371,"('street', 'have')",1
18372,"('have', 'taken')",1
18373,"('taken', 'to')",1
18374,"('to', 'hanging')",1
18375,"('there', 'sometimes')",1
18376,"('the', 'managers')",1
18377,"('managers', 'do')",1
18378,"('do', 'their')",1
18379,"('their', 'best')",1
18380,"('to', 'kick')",1
18381,"('kick', 'the')",1
18382,"('kids', 'out')",1
18383,"('there', 'more')",1
18384,"('once', 'when')",1
18385,"('when', 'their')",1
18386,"('their', 'rowdiness')",1
18387,"('rowdiness', 'was')",1
18388,"('an', 'issue,so')",1
18389,"('issue,so', 'everyone')",1
18390,"('everyone', 'here')",1
18391,"('in', 'nola')",1
18392,"('nola', 'feels')",1
18393,"('feels', 'they')",1
18394,"('because', 'drew')",1
18395,"('drew', 'brees')",1
18396,"('brees', 'brings')",1
18397,"('brings', 'this')",1
18398,"('chain', 'to')",1
18399,"('orleans', 'but')",1
18400,"('but', 'compared')",1
18401,"('to', 'to')",1
18402,"('the', 'poboy')",1
18403,"('poboy', 'places')",1
18404,"('places', 'withing')",1
18405,"('withing', 'almost')",1
18406,"('almost', 'walking')",1
18407,"('distance', 'this')",1
18408,"('a', 'level')",1
18409,"('level', 'or')",1
18410,"('two', 'down')",1
18411,"('taste', 'category')",1
18412,"('category', 'obviously')",1
18413,"('obviously', 'this')",1
18414,"('is', 'designed')",1
18415,"('designed', 'for')",1
18416,"('the', 'midwest')",1
18417,"('midwest', 'taste')",1
18418,"('taste', 'buds')",1
18419,"('buds', 'i')",1
18420,"('sneak', 'across')",1
18421,"('the', 'st')",1
18422,"('to', 'felipes')",1
18423,"('felipes', 'and')",1
18424,"('and', 'steal')",1
18425,"('steal', 'some')",1
18426,"('some', 'chilis')",1
18427,"('chilis', 'from')",1
18428,"('their', 'salsa')",1
18429,"('salsa', 'bar')",1
18430,"('bar', 'i')",1
18431,"('a', 'beer')",1
18432,"('beer', 'there')",1
18433,"(""it's"", 'oki')",1
18434,"('oki', 'think')",1
18435,"('with', 'felipes')",1
18436,"('felipes', 'salsas')",1
18437,"('salsas', 'and')",1
18438,"('for', 'taste')",1
18439,"('taste', '2')",1
18440,"('2', 'star')",1
18441,"('for', 'price')",1
18442,"('price', '(subway')",1
18443,"('(subway', 'a')",1
18444,"('lot', 'cheaper')",1
18445,"('cheaper', 'and')",1
18446,"('more', 'toppings)')",1
18447,"('toppings)', 'and')",1
18448,"('and', '3')",1
18449,"('and', 'speed')",1
18450,"('speed', 'yeah')",1
18451,"('yeah', 'they')",1
18452,"('were', 'fast')",1
18453,"('nice', 'about')",1
18454,"('lol', 'but')",1
18455,"('overall', '2')",1
18456,"('come', 'onthese')",1
18457,"('onthese', 'sandwiches')",1
18458,"('are', 'small')",1
18459,"('small', 'for')",1
18460,"('very', 'limited')",1
18461,"('limited', 'on')",1
18462,"('on', 'toppings')",1
18463,"('toppings', 'midwest')",1
18464,"('midwest', 'style')",1
18465,"('style', 'sandwich')",1
18466,"('get', 'itbut')",1
18467,"('even', 'compared')",1
18468,"('most', 'chains')",1
18469,"('chains', 'this')",1
18470,"('is', 'bland')",1
18471,"('bland', 'put')",1
18472,"('some', 'chills')",1
18473,"('chills', 'on')",1
18474,"('that', 'boring')",1
18475,"('boring', 'sandwich')",1
18476,"('maybe', 'some')",1
18477,"('some', 'creative')",1
18478,"('creative', 'toppings')",1
18479,"('toppings', 'etc')",1
18480,"('etc', 'boring,i')",1
18481,"('boring,i', 'went')",1
18482,"('went', 'for')",1
18483,"('the', ""'5"")",1
18484,"(""'5"", '$5')",1
18485,"('$5', ""footlong'"")",1
18486,"(""footlong'"", 'but')",1
18487,"('but', 'much')",1
18488,"('my', 'dismay')",1
18489,"('dismay', 'that')",1
18490,"('that', 'promo')",1
18491,"('promo', 'was')",1
18492,"('was', 'over')",1
18493,"('over', 'sooooooo')",1
18494,"('sooooooo', 'then')",1
18495,"('to', 'embrace')",1
18496,"('embrace', 'the')",1
18497,"('the', 'daily')",1
18498,"('daily', 'special')",1
18499,"('special', 'promo')",1
18500,"('promo', '#methinksnot')",1
18501,"('#methinksnot', 'so')",1
18502,"('my', '2nd')",1
18503,"('2nd', 'fav')",1
18504,"('fav', '#veggiedelite')",1
18505,"('#veggiedelite', '(salad')",1
18506,"('(salad', 'on')",1
18507,"('on', 'bread)')",1
18508,"('bread)', 'yummmmy')",1
18509,"('yummmmy', 'prepared')",1
18510,"('prepared', 'as')",1
18511,"('ordered', 'while')",1
18512,"('watched', 'as')",1
18513,"('is', 'customary')",1
18514,"('customary', 'cool')",1
18515,"('cool', 'nice')",1
18516,"('nice', 'sandwich')",1
18517,"('sandwich', 'preparer')",1
18518,"('preparer', 'and')",1
18519,"('and', 'too')",1
18520,"('too', 'was')",1
18521,"('who', 'cashed')",1
18522,"('cashed', 'me')",1
18523,"('out', 'no')",1
18524,"('complaints', 'only')",1
18525,"('only', 'an')",1
18526,"('an', 'observation')",1
18527,"('observation', 'some')",1
18528,"('sandwich', 'toppings')",1
18529,"('were', 'absence')",1
18530,"('absence', 'think')",1
18531,"('were', '""pre-cleaning""')",1
18532,"('""pre-cleaning""', 'no')",1
18533,"('no', 'biggie')",1
18534,"('biggie', 'i')",1
18535,"('the', 'basics,i')",1
18536,"('basics,i', 'want')",1
18537,"('to', 'preface')",1
18538,"('this', 'with')",1
18539,"(""don't"", 'post')",1
18540,"('post', 'many')",1
18541,"('many', 'reviews')",1
18542,"('felt', 'the')",1
18543,"('the', 'need')",1
18544,"('to', 'after')",1
18545,"('after', 'tonight')",1
18546,"('i', 'started')",1
18547,"('started', 'going')",1
18548,"('the', 'elsmere')",1
18549,"('elsmere', 'subway')",1
18550,"('awful', 'the')",1
18551,"('helpful', 'however')",1
18552,"('however', 'after')",1
18553,"('after', 'getting')",1
18554,"('getting', 'out')",1
18555,"('of', 'class')",1
18556,"('class', 'and')",1
18557,"('and', 'stopping')",1
18558,"('stopping', 'at')",1
18559,"('witnessed', 'a')",1
18560,"('small', 'bug')",1
18561,"('bug', 'which')",1
18562,"('which', 'looked')",1
18563,"('small', 'roach')",1
18564,"('roach', 'crawling')",1
18565,"('crawling', 'around')",1
18566,"('around', 'fairly')",1
18567,"('fairly', 'close')",1
18568,"('have', 'rated')",1
18569,"('rated', 'this')",1
18570,"('4', 'out')",1
18571,"('of', '5')",1
18572,"('5', 'normally')",1
18573,"('normally', 'but')",1
18574,"('location', 'will')",1
18575,"('of', 'ones')",1
18576,"('ones', 'to')",1
18577,"('to', 'avoid,they')",1
18578,"('avoid,they', 'have')",1
18579,"('a', 'tasty')",1
18580,"('tasty', 'vegetarian')",1
18581,"('vegetarian', 'hoagie')",1
18582,"('hoagie', 'not')",1
18583,"('eating', 'neat')",1
18584,"('neat', 'usually')",1
18585,"('usually', 'limits')",1
18586,"('limits', 'your')",1
18587,"('in', 'conventional')",1
18588,"('conventional', 'chains')",1
18589,"(""i'm"", 'okay')",1
18590,"('okay', 'with')",1
18591,"('ordering', 'that')",1
18592,"('that', 'here')",1
18593,"(""it's"", 'tasty')",1
18594,"('tasty', 'goodness')",1
18595,"('goodness', 'and')",1
18596,"('stars', 'from')",1
18597,"('times', ""you've"")",1
18598,"(""you've"", 'delivered')",1
18599,"('delivered', 'food')",1
18600,"('at', '2am')",1
18601,"('2am', 'to')",1
18602,"('and', 'friends')",1
18603,"('friends', 'at')",1
18604,"('the', 'bar')",1
18605,"('bar', 'gotta')",1
18606,"('gotta', 'love')",1
18607,"('love', 'that,the')",1
18608,"('that,the', 'food')",1
18609,"('usual', 'subway')",1
18610,"('usually', 'try')",1
18611,"('order', 'by')",1
18612,"('by', 'app')",1
18613,"('line', 'service')",1
18614,"('friendly', 'no')",1
18615,"('they', 'hardly')",1
18616,"('hardly', 'look')",1
18617,"('at', 'you')",1
18618,"('out', 'some')",1
18619,"('others', 'some')",1
18620,"('understanding', 'and')",1
18621,"('they', 'rush')",1
18622,"('rush', 'me')",1
18623,"('is', 'screwed')",1
18624,"('be', 'nicer')",1
18625,"('nicer', 'if')",1
18626,"('friendlier', 'and')",1
18627,"('and', 'worked')",1
18628,"('worked', 'to')",1
18629,"('were', 'communicating')",1
18630,"('communicating', 'better,quick')",1
18631,"('better,quick', 'and')",1
18632,"('courteous', 'service')",1
18633,"('service', 'convenience')",1
18634,"('is', 'attached')",1
18635,"('attached', 'with')",1
18636,"('nice', 'sitting')",1
18637,"('sitting', 'area')",1
18638,"('area', 'with')",1
18639,"('large', 'tv')",1
18640,"('tv', 'with')",1
18641,"('local', 'sports')",1
18642,"('sports', 'team')",1
18643,"('team', 'game')",1
18644,"('on', 'if')",1
18645,"('a', 'game')",1
18646,"('store', 'also')",1
18647,"('also', 'serves')",1
18648,"('serves', 'la')",1
18649,"('la', 'colombe')",1
18650,"('colombe', 'coffee')",1
18651,"('coffee', 'in')",1
18652,"('morning', 'and')",1
18653,"('have', 'cold')",1
18654,"('cold', 'brew')",1
18655,"('brew', 'coffee')",1
18656,"('coffee', 'available')",1
18657,"('the', 'cooler,i')",1
18658,"('cooler,i', 'love')",1
18659,"(""john's"", ""it's"")",1
18660,"(""it's"", 'my')",1
18661,"('in', 'townif')",1
18662,"('townif', 'they')",1
18663,"('would', 'do')",1
18664,"('different', 'it')",1
18665,"('add', 'pickles')",1
18666,"('taste', 'that')",1
18667,"('can', 'live')",1
18668,"('live', 'without')",1
18669,"('without', 'them')",1
18670,"('because', ""they're"")",1
18671,"(""they're"", 'that')",1
18672,"('number', '16')",1
18673,"('16', 'cut')",1
18674,"('cut', 'in')",1
18675,"('been', 'wrong,i')",1
18676,"('wrong,i', 'frequent')",1
18677,"('on', 'springhill')",1
18678,"('springhill', 'drive')",1
18679,"('drive', 'quite')",1
